hotel_id,name,dcode,dname,tel,address,url,room,grade,name_e,lat,lon
101702,โรงแรม เอ-วัน กรุงเทพ,1017,เขตห้วยขวาง,0 2718 1030-43,9 ซอยศูนย์วิจัย 4 ถนนเพชรบุรีตัดใหม่ กรุงเทพฯ 10310,https://www.a-onehotel.com/,218,4,A-One Bangkok Hotel,13.74627033,100.5868213
101703,โรงแรม โกลเด้นทิวลิป ซอฟเฟอริน กรุงเทพ,1017,เขตห้วยขวาง,0 2641 4777,92 ซอยโรงพยาบาลพระราม 9 แขวงบางกะปิ เขตห้วยขวาง กรุงเทพ 10310,https://sovereign-bangkok.goldentulip.com/en-us/,448,4,Golden Tulip Sovereign Hotel Bangkok,13.75341514,100.5721018
101704,โรงแรม อวานี เอเทรียม กรุงเทพฯ,1017,เขตห้วยขวาง,0 2718 2000-1,1880 ถนนเพชรบุรีตัดใหม่ กรุงเทพฯ 10310,https://www.avanihotels.com/th/atrium-bangkok,592,4,Avani Atrium Bangkok,13.74764011,100.5705283
101705,โรงแรม มีสไตล์ เพลส,1017,เขตห้วยขวาง,0 2690 5885,22 ซอย 20 มิถุนา แขวงสามเสนนอก เขตห้วยขวาง กรุงเทพฯ 10310,www.facebook.com/mestyleplacehotel/,-,3,MeStyle Place Hotel,13.78434368,100.5838967
101801,โรงแรม รามาดา พลาซ่า บาย วินด์แฮม แบงคอก แม่น้ำ ริเวอร์ไซด์,1018,เขตคลองสาน,0  2688 1000,2074 ถนนเจริญกรุง แขวงวัดพระยาไกร เขตบางคอแหลม กรุงเทพฯ 1012,www.wyndhamhotels.com/ramada,722,5,Ramada Plaza By Wyndham Bangkok Menam Riverside,13.70754767,100.5057464
102501,โรงแรม เอส.ดี. อเวนิว,1025,เขตบางพลัด,0 2813 3111,94 ถนนบรมราชชนนี  แขวงบางบำหรุ เขตบางพลัด กรุงเทพฯ 10700,https://www.sdavenue.com/,315,3,S.D. Avenue Hotel,13.77613136,100.4801226
102801,โรงแรม สุโขทัย กรุงเทพฯ,1028,เขตสาทร,0 2344 8888,13/3 ถนนสาทรใต้ แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพฯ 10120,www.sukhothai.com/bangkok/en,210,5,The Sukhothai Bangkok,13.72333247,100.5406034
102802,โรงแรม พินนาเคิล ลุมพินี พาร์ค โฮเทล,1028,เขตสาทร,0 2287 0112,17 ซอยงามดูพลี แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพฯ 10120,www.facebook.com/pinnaclelumpineeparkhotel/,179,3,Pinnacle Lumpinee Park Hotel,13.72355565,100.5482791
102803,โรงแรม มาเลเซีย,1028,เขตสาทร,0 2679 7127,54 ซอยงามดูพลี แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพ 10120,www.malaysiahotelbkk.com,120,3,Malaysia Hotel,13.72212263,100.5461616
103001,โรงแรม เซ็นทารา แกรนด์ เซ็นทรัลพลาซา ลาดพร้าว กรุงเทพฯ,1030,เขตจตุจักร,0 2541 1234,1695 ถนนพหลโยธิน แขวงลาดพร้าว เขตจตุจักร กทม. 10900,www.centarahotelsresorts.com/centaragrand/,565,5,Centara Grand at Central Plaza Ladprao Bangkok,13.81803142,100.5600378
103002,โรงแรม มารวยการ์เด้น,1030,เขตจตุจักร,0 261 0510 -47,1 ถนนพหลโยธิน แขวงเสนานิคม เขตจตุจักร กรุงเทพฯ 10900,www.maruaygardenhotel.com/,-,4,Maruay Garden Hotel,13.84547213,100.5801099
103003,โรงแรม ศิริ รัชดา แบงค็อค,1030,เขตจตุจักร,0 2117 2800,296 ซอยรัชดาภิเษก 32 แขวงจันทรเกษม เขตจตุจักร กรุงเทพฯ 10900,www.siriratchadabangkok.com/index.php/th/,-,3,SiRi Ratchada Bangkok,13.81735319,100.5812706
